PRACTICE_CODE,PRACTICE_NAME,STP_CODE
E86009,BELMONT MEDICAL CENTRE,QRV
E86010,YIEWSLEY FAMILY PRACTICE,QRV
E86011,OXFORD DRIVE MEDICAL CENTRE,QRV
E86012,WOOD LANE MEDICAL CENTRE,QRV
E86014,CEDARS MEDICAL CENTRE,QRV
E86015,CENTRAL UXBRIDGE SURGERY,QRV
E86016,THE PINE MEDICAL CENTRE,QRV
E86017,HAYES MEDICAL CENTRE,QRV
E86018,TOWNFIELD DOCTORS SURGERY,QRV
E86019,THE WARREN PRACTICE,QRV
E86020,YEADING COURT SURGERY,QRV
E86022,THE ABBOTSBURY PRACTICE,QRV
E86024,KING EDWARDS MEDICAL CENTRE,QRV
E86026,PARKVIEW SURGERY,QRV
E86027,OTTERFIELD MEDICAL CENTRE,QRV
E86028,EASTBURY SURGERY,QRV
E86029,CEDAR BROOK PRACTICE,QRV
E86030,BRUNEL MEDICAL CENTRE,QRV
E86033,ST MARTINS MEDICAL CENTRE,QRV
E86034,CHURCH ROAD SURGERY,QRV
E86036,HILLINGDON HEALTH CENTRE,QRV
E86038,GLENDALE MEDICAL CENTRE,QRV
E86041,ACRE SURGERY,QRV
E86042,THE HIGH STREET PRACTICE,QRV
E86605,LADYGATE LANE MEDICAL PRACTICE,QRV
E86609,NORTH HYDE ROAD SURGERY,QRV
E86610,WILLOW TREE SURGERY,QRV
E86612,SHAKESPEARE HEALTH CENTRE,QRV
E86615,ACREFIELD SURGERY,QRV
E86618,CAREPOINT PRACTICE,QRV
E86619,WALLASEY MEDICAL CENTRE,QRV
E86620,WEST LONDON MEDICAL CENTRE,QRV
E86625,KINCORA DOCTORS SURGERY,QRV
E86626,QUEENS WALK MEDICAL CENTRE,QRV
E86629,DR MLR SIDDIQUI'S PRACTICE,QRV
E86632,ACORN MEDICAL CENTRE,QRV
E86637,HEATHROW MEDICAL CENTRE,QRV
E86640,SOUTHCOTE CLINIC,QRV
E87002,VICTORIA MEDICAL CENTRE,QRV
E87003,NORTH KENSINGTON MEDICAL CENTRE,QRV
E87004,THE REDCLIFFE SURGERY,QRV
E87005,BELGRAVIA SURGERY,QRV
E87006,LITTLE VENICE MEDICAL CENTRE,QRV
E87007,WESTBOURNE GROVE MEDICAL CENTRE,QRV
E87008,PADDINGTON GREEN HEALTH CENTRE,QRV
E87009,THE GARWAY MEDICAL PRACTICE,QRV
E87010,MAIDA VALE MEDICAL CENTRE,QRV
E87011,LISSON GROVE HEALTH CENTRE,QRV
E87013,STANHOPE MEWS SURGERY,QRV
E87016,HOLLAND PARK SURGERY,QRV
E87021,SHIRLAND ROAD MEDICAL CENTRE,QRV
E87024,THE GOLBORNE MEDICAL CENTRE,QRV
E87026,MEANWHILE GARDEN MEDICAL CENTRE,QRV
E87029,PORTLAND ROAD PRACTICE,QRV
E87034,PIMLICO HEALTH AT THE MARVEN SURGERY,QRV
E87037,CONNAUGHT SQUARE PRACTICE,QRV
E87038,ELGIN CLINIC,QRV
E87043,EMPEROR'S GATE CENTRE FOR HEALTH,QRV
E87045,COVENT GARDEN MEDICAL CENTRE,QRV
E87046,THE RANDOLPH SURGERY,QRV
E87047,EARLS COURT MEDICAL CENTRE,QRV
E87048,ROSARY GARDEN SURGERY,QRV
E87050,THE PRACTICE BEACON,QRV
E87052,CROMPTON MEDICAL CENTRE,QRV
E87061,THE PEMBRIDGE VILLAS SURGERY,QRV
E87063,KINGS ROAD MEDICAL CENTRE,QRV
E87065,THE NOTTING HILL MEDICAL CENTRE,QRV
E87066,FITZROVIA MEDICAL CENTRE,QRV
E87067,COLVILLE HEALTH CENTRE,QRV
E87069,SOHO CENTRE FOR HEALTH AND CARE,QRV
E87070,CRAWFORD STREET SURGERY,QRV
E87609,ST JOHNS WOOD MEDICAL PRACTICE,QRV
E87637,GRAND UNION HEALTH CENTRE,QRV
E87648,MAYFAIR MEDICAL CENTRE,QRV
E87663,THIRD FLOOR LANARK ROAD MEDICAL CENTRE,QRV
E87665,THE CHELSEA PRACTICE,QRV
E87677,IMPERIAL COLLEGE HEALTH CENTRE,QRV
E87681,NEWTON MEDICAL CENTRE,QRV
E87691,WESTMINSTER SCHOOL,QRV
E87694,THE ROYAL MEWS SURGERY,QRV
E87701,THE ABINGDON HEALTH CENTRE,QRV
E87702,THE SURGERY,QRV
E87706,THE FORELAND MEDICAL CENTRE,QRV
E87711,ROYAL HOSPITAL CHELSEA,QRV
E87714,SOHO SQUARE GENERAL PRACTICE,QRV
E87715,SCARSDALE MEDICAL CENTRE,QRV
E87720,KENSINGTON PARK MEDICAL CENTRE,QRV
E87722,LANCASTER GATE MEDICAL CENTRE,QRV
E87733,THE EXMOOR SURGERY,QRV
E87735,LAI CHUNG FONG QUEENS PARK HEALTH CENTRE,QRV
E87737,MARYLEBONE HEALTH CENTRE,QRV
E87738,KNIGHTSBRIDGE MEDICAL CENTRE,QRV
E87739,MILLBANK MEDICAL CENTRE,QRV
E87740,THE DOCTOR HICKEY SURGERY,QRV
E87741,WOODFIELD ROAD MEDICAL CENTRE,QRV
E87742,THE GOLBORNE MEDICAL CENTRE,QRV
E87745,CAVENDISH HEALTH CENTRE,QRV
E87746,BROMPTON MEDICAL CENTRE,QRV
E87750,EARLS COURT SURGERY,QRV
E87751,SRIKRISHNAMURTHY HARROW ROAD SURGERY,QRV
E87753,DR VICTORIA MUIR'S PRACTICE,QRV
E87754,WELLINGTON HEALTH CENTRE,QRV
E87755,QUEENS PARK HEALTH CENTRE,QRV
E87756,GROUND FLOOR LANARK MEDICAL CENTRE,QRV
E87762,THE GOOD PRACTICE,QRV
E87768,KINGS COLLEGE HEALTH CENTRE,QRV
E87772,GREAT CHAPEL STREET MEDICAL CENTRE,QRV
F81001,DR KHAN & PARTNERS,QH8
F81003,DR F KHAN CARNAVON ROAD SURGERY,QH8
F81004,THE EDEN SURGERIES,QM7
F81006,CLAYHILL MEDICAL PRACTICE,QH8
F81007,"DR PUZEY,DR KOTHARI AND DR NANDA",QH8
F81009,THE GOLD STREET SURGERY,QM7
F81010,AVELEY MEDICAL CENTRE,QH8
F81011,KELVEDON & FEERING HEALTH CENTRE,QH8
F81012,WEST MERSEA SURGERY,QJG
F81013,WESTERN ROAD SURGERY,QH8
F81014,CHURCH LANE SURGERY,QH8
F81015,CROCUS MEDICAL PRACTICE,QM7
F81017,WALTON MEDICAL CENTRE,QJG
F81019,MAYFLOWER MEDICAL CENTRE,QJG
F81020,THE FRESHFORD PRACTICE,QH8
F81021,GREAT BENTLEY SURGERY,QJG
F81022,LONGFIELD MEDICAL CENTRE,QH8
F81023,BEECHWOOD SURGERY,QH8
F81024,DICKENS PLACE SURGERY,QH8
F81025,DR GC CHAJED'S PRACTICE,QH8
F81026,CARADOC SURGERY,QJG
F81027,LISTER MEDICAL CENTRE,QM7
F81028,WIVENHOE SURGERY,QJG
F81029,DR DEGUN & DR MACAULAY,QH8
F81030,FERN HOUSE SURGERY,QH8
F81031,DR M ASLAM'S PRACTICE,QH8
F81032,P A PATEL SURGERY,QH8
F81034,NEWPORT SURGERY,QM7
F81036,ROBERT FREW MEDICAL CENTRE,QH8
F81037,EAST LYNNE MEDICAL CENTRE,QJG
F81038,TILE HOUSE SURGERY,QH8
F81040,STOCK SURGERY,QH8
F81041,LONDON ROAD SURGERY,QH8
F81042,COLCHESTER MEDICAL PRACTICE,QJG
F81043,THE LIMES MEDICAL CENTRE,QM7
F81044,THE ARDLEIGH SURGERY,QJG
F81045,DR N DABAS'S PRACTICE,QH8
F81046,DR KRISHNAN & PTNR - KENT ELMS HC,QH8
F81047,THE HAMILTON PRACTICE,QM7
F81048,LOUGHTON HEALTH CENTRE,QM7
F81049,ONGAR HEALTH CENTRE,QM7
F81051,THIRD AVENUE HEALTH CENTRE,QH8
F81052,ST. JAMES SURGERY,QJG
F81053,STANSTED SURGERY,QM7
F81055,MOUNT AVENUE SURGERY,QH8
F81056,OLD HARLOW HEALTH CENTRE,QM7
F81057,WHITLEY HOUSE SURGERY,QH8
F81060,AEGIS MEDICAL CENTRE,QH8
F81061,CONNER & PARTNERS,QH8
F81062,CHIGWELL MEDICAL CENTRE,QM7
F81065,WILLIAM HARVEY SURGERY,QH8
F81066,THE GREENSWARD SURGERY,QH8
F81067,AMBROSE AVENUE GROUP PRACTICE,QJG
F81068,THE ELIZABETH COURTAULD SURGERY,QH8
F81069,WINSTREE MEDICAL PRACTICE,QJG
F81071,RIVERMEAD GATE MED.CTR.,QH8
F81072,"HIGH STREET SURGERY, EPPING",QM7
F81075,THE HOLLIES,QH8
F81076,THE TOLLESBURY PRACTICE,QH8
F81078,CHURCH LANGLEY MEDICAL PRACTICE,QM7
F81080,THE BILLERICAY MEDICAL PRACTICE,QH8
F81081,QUEENSWAY MEDICAL CENTRE,QH8
F81082,THE RIGG-MILNER MEDICAL CENTRE,QH8
F81083,BEAUCHAMP HOUSE,QH8
F81085,"DR A NAEEM & PARTNERS,THE NEW SURGERY",QH8
F81086,CENTRAL SURGERY - SOUTHCHURCH BLVD,QH8
F81087,MOUNT CHAMBERS MEDICAL PRACTICE,QH8
F81088,SOUTHEND ROAD SURGERY,QH8
F81089,WAKERING MEDICAL CTR.,QH8
F81090,ANGEL LANE SURGERY,QM7
F81091,EAST HILL SURGERY,QJG
F81092,DR SOORIAKUMARAN,QH8
F81095,ABBEY FIELD MEDICAL CENTRE,QJG
F81096,OAKLANDS SURGERY,QH8
F81097,THE VALKYRIE SURGERY,QH8
F81098,THE WRITTLE SURGERY,QH8
F81099,BLACKWATER MEDICAL CENTRE,QH8
F81100,BEACON HEALTH GROUP-DANBURY MEDICAL CTR,QH8
F81101,ESSEX WAY SURGERY,QH8
F81102,ROCKLEIGH COURT SURGERY,QH8
F81104,CHAPEL STREET SURGERY,QH8
F81105,LITTLE WALTHAM & GT NOTLEY SURGERY,QH8
F81106,THE ROSS PRACTICE,QM7
F81108,LAINDON MEDICAL GROUP,QH8
F81110,TILBURY HEALTH CENTRE,QH8
F81111,ELSENHAM SURGERY,QM7
F81112,HIGHLANDS SURGERY,QH8
F81113,DR ABELA T PRACTICE,QH8
F81114,BADDOW VILLAGE SURGERY,QH8
F81115,CREFFIELD MEDICAL GROUP,QJG
F81116,COLNE MEDICAL CENTRE,QJG
F81117,SUTHERLAND LODGE SURGERY,QH8
F81118,JOHN TASKER HOUSE SURGERY,QM7
F81119,THE PUMP HOUSE SURGERY,QH8
F81120,NUFFIELD HOUSE HEALTH CENTRE,QM7
F81121,THE THORPE BAY SURGERY,QH8
F81122,CHELMER MEDICAL PARTNERSHIP,QH8
F81123,AUDLEY MILLS SURGERY,QH8
F81125,CHURCH VIEW SURGERY,QH8
F81126,BURNHAM SURGERY,QH8
F81128,EASTWOOD GROUP PRACTICE,QH8
F81130,WILLIAM FISHER MED.CTR.,QH8
F81131,THAXTED SURGERY,QM7
F81132,BLANDFORD MEDICAL CENTRE,QH8
F81133,TIPTREE MEDICAL CENTRE,QJG
F81134,DR AMANDA M DAVIES & DR C S JAYAKUMAR,QH8
F81136,THE LOUGHTON SURGERY,QM7
F81137,ORSETT SURGERY,QH8
F81141,ROWHEDGE SURGERY,QJG
F81142,DR BAKER & PARTNERS,QH8
F81144,THE PALL MALL SURGERY,QH8
F81147,DR NAVIN KUMAR,QH8
F81149,THE LAURELS SURGERY,QH8
F81150,BALLARDS WALK SURGERY,QH8
F81152,FOREST PRACTICE,QM7
F81153,HASSENGATE MEDICAL CENTRE,QH8
F81155,BALFOUR MEDICAL CENTRE,QH8
F81156,RANWORTH SURGERY,QJG
F81158,DR NASAH & PARTNERS,QH8
F81159,SOUTHEND MEDICAL CENTRE,QH8
F81163,THE NEW FOLLY SURGERY,QH8
F81164,WEST ROAD SURGERY,QH8
F81165,PALMERSTON ROAD SURGERY,QM7
F81169,KINGS MEDICAL CENTRE,QM7
F81170,KINGSWAY SURGERY,QH8
F81173,DOUGLAS GROVE SURGERY,QH8
F81176,NORTH AVENUE SURGERY,QH8
F81177,DR DESHPANDE AM PRACTICE,QH8
F81181,ADDISON HOUSE - HAQUE PRACTICE,QM7
F81183,THE DENGIE MEDICAL PARTNERSHIP,QH8
F81184,ABRIDGE SURGERY,QM7
F81186,FELMORES MEDICAL CENTRE,QH8
F81192,STIFFORD CLAYS MEDICAL CENTRE,QH8
F81193,WITHAM HEALTH CENTRE,QH8
F81197,SANCTA MARIA MEDICAL CENTRE,QH8
F81198,HORNDON-ON-THE-HILL SURGERY,QH8
F81205,GHAURI PRACTICE,QH8
F81206,COMMONWEALTH HEALTH CENTRE,QH8
F81207,DR BEKAS MEDICAL CENTRE,QH8
F81209,THE SHAFTESBURY AVENUE SURGERY,QH8
F81211,DR YADAVA N PRACTICE,QH8
F81212,OLD ROAD SURGERY,QJG
F81213,THORPE SURGERY,QJG
F81215,DEAL TREE HEALTH CENTRE,QH8
F81216,THE RIVER SURGERY,QM7
F81218,DR JOSEPH L PRACTICE,QH8
F81219,DELL MEDICAL CENTRE,QH8
F81221,FRONKS RD FAMILY SURGERY,QJG
F81222,QUEENS PARK SURGERY,QH8
F81223,DR MALIK - KENT ELMS HC,QH8
F81606,HAREWOOD SURGERY,QJG
F81613,DR KUMAR & PTNR - SHOEBURY HC,QH8
F81618,HIGH ROAD FAMILY DOCTORS,QH8
F81619,SYDENHAM HOUSE SURGERY,QM7
F81623,KADIM PRIMECARE MEDICAL CENTRE,QH8
F81632,DR YASIN SA PRACTICE,QH8
F81633,LAWFORD SURGERY,QJG
F81635,COLLINGWOOD ROAD SURGERY,QH8
F81636,MILL ROAD SURGERY,QJG
F81640,ARYAN MEDICAL CENTRE,QH8
F81641,MILTON ROAD SURGERY,QH8
F81645,ROSE VILLA SURGERY,QH8
F81649,DRS. PALACIN & GUYLER,QH8
F81651,SOUTH GREEN SURGERY,QH8
F81652,MEDIC HOUSE,QH8
F81656,WARRIOR SQUARE SURGERY,QH8
F81665,CHELMER VILLAGE SURGERY,QH8
F81666,DR SHARMA & PARTNERS,QH8
F81669,DERRY COURT MEDICAL PRACTICE,QH8
F81674,WYNCROFT SURGERY,QH8
F81675,THE PRACTICE LEECON WAY,QH8
F81679,HIGHWOODS SURGERY,QJG
F81681,CLACTON COMMUNITY PRACTICES,QJG
F81683,BLYTH'S MEADOW SURGERY,QH8
F81684,NORTH SHOEBURY SURGERY,QH8
F81688,DR DHILLON'S SURGERY,QH8
F81690,ASHINGDON MEDICAL CENTRE,QH8
F81696,THE LEIGH SURGERY,QH8
F81697,DR DEVARAJA VC PRACTICE,QH8
F81700,RAHMAN PRACTICE,QH8
F81704,DOWNHALL PARK SURGERY,QH8
F81707,FRYERNS MEDICAL CENTRE,QH8
F81708,SAI MEDICAL CENTRE,QH8
F81711,KNIGHTS SURGERY,QH8
F81713,BENFLEET SURGERY,QH8
F81716,TOLLGATE HEALTH CENTRE,QJG
F81721,BRICKFIELDS SURGERY,QH8
F81725,MAYNARD COURT SURGERY,QM7
F81729,MATCHING GREEN SURGERY,QH8
F81730,THE COGGESHALL SURGERY,QH8
F81732,SWANWOOD PARTNERSHIP,QH8
F81737,THE HIGHWOOD SURGERY,QH8
F81739,THE ISLAND SURGERY,QH8
F81740,CHAUDHURY SURGERY,QH8
F81741,NORTH CLACTON MEDICAL PRACTICE,QJG
F81744,SCOTT PARK SURGERY,QH8
F81746,BLUEBELL SURGERY,QJG
F81749,MARKET SQUARE SURGERY,QM7
F81751,THE TRINITY MEDICAL PRACTICE,QH8
F81757,THE RIVERSIDE HEALTH CTR,QJG
F82001,HALBUTT STREET SURGERY,QMF
F82002,HAIDERIAN MEDICAL CENTRE,QMF
F82003,DR M FATEH'S PRACTICE,QMF
F82005,DR M GOYAL'S PRACTICE,QMF
F82006,CRANHAM VILLAGE SURGERY,QMF
F82007,THE GREEN WOOD PRACTICE,QMF
F82008,MAYLANDS HEALTHCARE,QMF
F82009,NORTH STREET MEDICAL CARE,QMF
F82010,PETERSFIELD SURGERY,QMF
F82011,ST EDWARDS MEDICAL CENTRE,QMF
F82012,FIVE ELMS MEDICAL PRACTICE,QMF
F82013,WESTERN ROAD MEDICAL CENTRE,QMF
F82014,KUCCHAI,QMF
F82015,HEDGEMANS MEDICAL CENTRE,QMF
F82016,CENTRAL PARK SURGERY,QMF
F82017,ST ALBANS SURGERY,QMF
F82018,BARKING MEDICAL GROUP PRACTICE,QMF
F82019,THE UPSTAIRS SURGERY,QMF
F82021,THE NEW MEDICAL CENTRE,QMF
F82022,THE ROSEWOOD MEDICAL CENTRE,QMF
F82023,HIGH STREET SURGERY,QMF
F82025,DR BK JAISWAL'S PRACTICE,QMF
F82027,DR P PRASAD'S PRACTICE,QMF
F82028,WOOD LANE SURGERY,QMF
F82030,LYNWOOD MEDICAL CENTRE,QMF
F82031,DR SANOMI,QMF
F82033,DR VM PATEL,QMF
F82034,VICTORIA MEDICAL CENTRE,QMF
F82038,DR SZ HAIDER'S PRACTICE,QMF
F82039,DR P & S POOLOGANATHAN,QMF
F82040,JOHN SMITH MEDICAL CENTRE,QMF
F82042,AURORA MEDCARE,QMF
F82045,CHOWDHURY,QMF
F82051,LABURNUM HEALTH CENTRE,QMF
F82053,UPMINSTER MEDICAL CENTRE,QMF
F82055,HORNCHURCH HEALTHCARE,QMF
F82604,MARKS GATE HEALTH CENTRE,QMF
F82607,SPRING FARM SURGERY,QMF
F82609,DR PM PATEL,QMF
F82610,DR GUPTA,QMF
F82612,THE WHITE HOUSE SURGERY,QMF
F82614,MUNGO PARK SURGERY,QMF
F82619,HARLOW ROAD SURGERY,QMF
F82621,DR C OLA'S PRACTICE,QMF
F82624,UPMINSTER BRIDGE SURGERY,QMF
F82625,ABBEY MEDICAL CENTRE,QMF
F82627,DR ABDULLAH,QMF
F82630,CHASE CROSS MEDICAL CENTRE,QMF
F82634,HEATHWAY MEDICAL CENTRE,QMF
F82638,MODERN MEDICAL CENTRE,QMF
F82642,GABLES SURGERY,QMF
F82647,DR R CHIBBER'S PRACTICE,QMF
F82648,INGREBOURNE MEDICAL CENTRE,QMF
F82649,BERWICK SURGERY,QMF
F82650,DR AA ANSARI'S PRACTICE,QMF
F82660,TULASI MEDICAL CENTRE,QMF
F82661,GREEN LANE SURGERY,QMF
F82663,DR MARKS PRACTICE,QMF
F82666,RAHMAN & TSOI,QMF
F82670,ABBAMOOR SURGERY,QMF
F82671,PRASAD,QMF
F82674,CRANHAM HEALTH CENTRE,QMF
F82675,BILLET LANE MEDICAL PRACTICE,QMF
F82677,DR A MOGHAL'S PRACTICE,QMF
F82678,DR KM ALKAISY PRACTICE,QMF
F82679,DR DP SHAH'S PRACTICE,QMF
F82680,HIGHGROVE SURGERY,QMF
F82686,DR A PATEL,QMF
F83002,RIVER PLACE HEALTH CENTRE,QMJ
F83003,PARK END SURGERY,QMJ
F83004,ARCHWAY MEDICAL CENTRE,QMJ
F83005,GOWER STREET PRACTICE,QMJ
F83006,AMPTHILL PRACTICE,QMJ
F83007,ROMAN WAY MEDICAL CENTRE,QMJ
F83008,THE GOODINGE GROUP PRACTICE,QMJ
F83010,ISLINGTON CENTRAL MEDICAL CENTRE,QMJ
F83011,PRIMROSE HILL SURGERY,QMJ
F83012,ELIZABETH AVENUE GROUP PRACTICE,QMJ
F83015,ST JOHNS WAY MEDICAL CENTRE,QMJ
F83017,HAMPSTEAD GROUP PRACTICE,QMJ
F83018,PRINCE OF WALES GROUP SURGERY,QMJ
F83019,ABBEY MEDICAL CENTRE,QMJ
F83020,ADELAIDE MEDICAL CENTRE,QMJ
F83021,RITCHIE STREET GROUP PRACTICE,QMJ
F83022,CAVERSHAM GROUP PRACTICE,QMJ
F83023,JAMES WIGG PRACTICE,QMJ
F83025,THE REGENTS PARK PRACTICE,QMJ
F83027,DRS BOWRY & BOWRY'S PRACTICE,QMJ
F83032,ST PETER'S STREET MEDICAL PRACTICE,QMJ
F83033,DR HAFFIZ,QMJ
F83034,NEW NORTH HEALTH CENTRE,QMJ
F83039,THE RISE GROUP PRACTICE,QMJ
F83042,GRAY'S INN ROAD MEDICAL CENTRE,QMJ
F83043,RIDGMOUNT PRACTICE,QMJ
F83044,THE BLOOMSBURY SURGERY,QMJ
F83045,THE MILLER PRACTICE,QMJ
F83048,BRUNSWICK MEDICAL CENTRE UHPC,QMJ
F83050,FORTUNE GREEN ROAD SURGERY,QMJ
F83052,BROOKFIELD PARK SURGERY,QMJ
F83053,MILDMAY MEDICAL PRACTICE,QMJ
F83055,WEST HAMPSTEAD MEDICAL CENTRE,QMJ
F83056,THE MITCHISON ROAD SURGERY,QMJ
F83057,PARLIAMENT HILL SURGERY,QMJ
F83058,HOLBORN MEDICAL CENTRE,QMJ
F83059,BRONDESBURY MEDICAL CENTRE,QMJ
F83060,THE NORTHERN MEDICAL CENTRE,QMJ
F83061,MUSEUM PRACTICE,QMJ
F83063,KILLICK STREET HEALTH CENTRE,QMJ
F83064,CITY ROAD MEDICAL CENTRE,QMJ
F83615,CHOLMLEY GARDENS SURGERY,QMJ
F83623,KEATS GROUP PRACTICE,QMJ
F83624,CLERKENWELL MEDICAL PRACTICE,QMJ
F83632,QUEENS CRESCENT PRACTICE,QMJ
F83633,DALEHAM GARDENS HEALTH CENTRE,QMJ
F83635,KINGS CROSS SURGERY,QMJ
F83652,AMWELL GROUP PRACTICE,QMJ
F83658,BELSIZE PRIORY MEDICAL PRACTICE (GROUP),QMJ
F83660,HIGHBURY GRANGE MEDICAL PRACTICE,QMJ
F83664,THE VILLAGE PRACTICE,QMJ
F83665,SWISS COTTAGE SURGERY,QMJ
F83666,ANDOVER MEDICAL CENTRE,QMJ
F83671,THE BEAUMONT PRACTICE,QMJ
F83672,ST PHILIPS MEDICAL CENTRE,QMJ
F83673,THE MEDICAL CENTRE,QMJ
F83674,THE JUNCTION MEDICAL PRACTICE,QMJ
F83678,DR SEGARAJASINGHE,QMJ
F83680,SOBELL MEDICAL CENTRE,QMJ
F83681,PARTNERSHIP PRIMARY CARE CENTRE,QMJ
F83683,SOMERS TOWN MEDICAL CENTRE,QMJ
F83686,STROUD GREEN MEDICAL CENTRE,QMJ
F84003,LOWER CLAPTON GROUP PRACTICE,QMF
F84004,MARKET STREET HEALTH GROUP,QMF
F84006,THE SHREWSBURY CENTRE,QMF
F84008,BARTON HOUSE GROUP PRACTICE,QMF
F84009,STRATFORD VILLAGE SURGERY,QMF
F84010,ST. BARTHOLOMEWS SURGERY,QMF
F84012,ALBION HEALTH CENTRE,QMF
F84013,STAMFORD HILL GROUP PRACTICE,QMF
F84014,UPTON LANE MEDICAL CENTRE,QMF
F84015,KINGSMEAD HEALTHCARE,QMF
F84016,THE MISSION PRACTICE,QMF
F84017,STAR LANE MEDICAL CENTRE,QMF
F84018,THE NIGHTINGALE PRACTICE,QMF
F84021,LONDON FIELDS MEDICAL CENTRE,QMF
F84022,STRATFORD HEALTH CENTRE,QMF
F84025,GOUGH WALK PRACTICE,QMF
F84030,RUSTON STREET CLINIC,QMF
F84031,JUBILEE STREET PRACTICE,QMF
F84033,SOMERFORD GROVE PRACTICE,QMF
F84034,ST. STEPHENS HEALTH CENTRE,QMF
F84035,RICHMOND ROAD MEDICAL CENTRE,QMF
F84036,THE CEDAR PRACTICE,QMF
F84038,BEECHWOOD MEDICAL CENTRE,QMF
F84039,WHITECHAPEL HEALTH CENTRE,QMF
F84041,SOUTHGATE ROAD MEDICAL CENTRE,QMF
F84044,HARLEY GROVE MEDICAL CTR.,QMF
F84046,BRAYFORD SQUARE SURGERY,QMF
F84047,CUSTOM HOUSE SURGERY,QMF
F84050,BOLEYN MEDICAL CENTRE,QMF
F84051,STROUTS PLACE MEDICAL CENTRE,QMF
F84052,ESSEX LODGE,QMF
F84053,GREENGATE MEDICAL CENTRE,QMF
F84054,THE LIMEHOUSE PRACTICE,QMF
F84055,THE GROVE ROAD SURGERY,QMF
F84060,ATHENA MEDICAL CENTRE,QMF
F84062,THE CHRISP STREET HTH CTR,QMF
F84063,THE DALSTON PRACTICE,QMF
F84069,WELL STREET SURGERY,QMF
F84070,LATHOM ROAD MEDICAL CENTRE,QMF
F84072,DE BEAUVOIR SURGERY,QMF
F84074,THE GRAHAM PRACTICE,QMF
F84077,DR SAMUEL AND DR KHAN,QMF
F84079,THE WAPPING GROUP PRACTICE,QMF
F84080,FOUNTAYNE ROAD HEALTH CENTRE,QMF
F84081,THE SPITALFIELDS PRACTICE,QMF
F84083,BETHNAL GREEN HEALTH CTR.,QMF
F84086,THE FOREST PRACTICE,QMF
F84087,HARFORD HEALTH CENTRE,QMF
F84088,PLASHET ROAD MEDICAL CENTRE,QMF
F84092,GLEN ROAD MEDICAL CENTRE,QMF
F84093,TOLLGATE MEDICAL CENTRE,QMF
F84096,THE LAWSON PRACTICE,QMF
F84097,CLAREMONT CLINIC,QMF
F84105,THE LEA SURGERY,QMF
F84111,ABBEY ROAD MEDICAL PRACTICE,QMF
F84114,CITY WELLBEING PRACTICE,QMF
F84115,THE STATHAM GROVE SURGERY,QMF
F84117,QUEENSBRIDGE GROUP PRACTICE,QMF
F84118,MERCHANT STREET PRACTICE,QMF
F84119,THE HERON PRACTICE,QMF
F84121,E12 HEALTH,QMF
F84122,XX PLACE HEALTH CENTRE,QMF
F84123,THE GLOBE TOWN SURGERY,QMF
F84124,THE PROJECT SURGERY,QMF
F84601,ELSDALE STREET SURGERY,QMF
F84619,THE RIVERSIDE PRACTICE,QMF
F84620,THE WICK HEALTH CENTRE,QMF
F84621,SANDRINGHAM PRACTICE,QMF
F84632,THE GREENHOUSE WALK-IN,QMF
F84635,SHOREDITCH PARK SURGERY,QMF
F84636,THE SURGERY (BARRETTS GROVE),QMF
F84640,THE NEAMAN PRACTICE,QMF
F84641,BIRCHDALE ROAD MEDICAL CENTRE,QMF
F84642,LUCAS AVENUE PRACTICE,QMF
F84647,ROSERTON STREET SURGERY,QMF
F84656,DOCKLANDS MEDICAL CENTRE,QMF
F84657,CUMBERLAND MEDICAL CENTRE,QMF
F84658,SANGAM PRACTICE,QMF
F84660,DR CM PATEL'S SURGERY,QMF
F84666,THE RUIZ MEDICAL PRACTICE,QMF
F84668,THE CLAPTON SURGERY,QMF
F84669,NEWHAM MEDICAL CENTRE,QMF
F84670,WESTBURY ROAD MEDICAL PRACTICE,QMF
F84672,FIRST 4 HEALTH GROUP - E7 HEALTH,QMF
F84673,ESK ROAD MEDICAL CENTRE,QMF
F84676,THE STROUDLEY WLK HTH CTR,QMF
F84677,EAST END MEDICAL CENTRE,QMF
F84681,BALAAM STREET PRACTICE,QMF
F84682,EAST ONE HEALTH,QMF
F84685,THE ELM PRACTICE,QMF
F84686,THE SURGERY (CRANWICH ROAD),QMF
F84692,THE HOXTON SURGERY,QMF
F84694,THE SURGERY (BROOKE ROAD),QMF
F84696,TREDEGAR PRACTICE,QMF
F84698,ABERFELDY PRACTICE,QMF
F84706,DR SKS SWEDAN,QMF
F84710,ISLAND HEALTH,QMF
F84711,ROSEWOOD PRACTICE,QMF
F84714,ST. PAUL'S WAY MEDICAL CTR,QMF
F84716,THE ALLERTON ROAD SURGERY,QMF
F84717,ROYAL DOCKS MEDICAL PRACTICE,QMF
F84718,THE BLITHEHALE MED.CTR.,QMF
F84719,LATIMER HEALTH CENTRE,QMF
F84720,HEALY MEDICAL CENTRE,QMF
F84724,WOODGRANGE MEDICAL PRACTICE,QMF
F84729,THE MANOR PARK PRACTICE,QMF
F84730,DR PCL KNIGHT,QMF
F84731,ST. KATHERINE'S DOCK PRACTICE,QMF
F84733,HEALTH E1,QMF
F84734,BOLEYN ROAD PRACTICE,QMF
F84735,THE AZAD PRACTICE,QMF
F84739,E12 MEDICAL CENTRE,QMF
F84740,NEWHAM TRANSITIONAL PRACTICE,QMF
F84741,DR T KRISHNAMURTHY,QMF
