PRACTICE_CODE,STP_CODE,ICB_CODE,ICB_NAME
F81011,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81012,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81013,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81014,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81015,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81017,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81019,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81020,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81021,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81022,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81023,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81025,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81026,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81027,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81028,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81029,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81030,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81031,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81032,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81034,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81036,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81037,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81038,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81040,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81041,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81042,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81043,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81044,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81045,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81046,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81047,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81048,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81049,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81051,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81052,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81053,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81055,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81056,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81057,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81060,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81061,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81062,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81065,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81066,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81067,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81068,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81069,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81071,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81072,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81075,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81076,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81078,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81080,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81081,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81082,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81083,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81085,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81086,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81087,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81088,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81089,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81090,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81091,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81092,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81095,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81096,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81097,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81098,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81099,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81100,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81101,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81102,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81104,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81105,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81106,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81108,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81110,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81111,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81112,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81113,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81114,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81115,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81116,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81117,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81118,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81119,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81120,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81121,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81122,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81123,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81125,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81126,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81128,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81130,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81131,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81132,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81133,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81134,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81136,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81137,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81141,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81142,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81144,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81147,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81149,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81150,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81152,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81153,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81155,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81156,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81158,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81159,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81163,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81164,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81165,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81169,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81170,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81173,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81176,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81177,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81181,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81183,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81184,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81186,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81192,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81193,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81197,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81198,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81205,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81206,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81207,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81211,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81212,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81213,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81215,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81216,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81219,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81221,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81222,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81223,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81606,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81613,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81618,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81619,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81623,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81632,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81633,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81635,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81636,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81640,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81641,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81645,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81649,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81651,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81652,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81656,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81665,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81666,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81669,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81674,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81675,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81679,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81681,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81683,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81684,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81690,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81696,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81697,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81700,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81704,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81707,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81708,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81711,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81713,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81716,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81725,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81729,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81730,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81732,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81737,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81739,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81740,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81741,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81744,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81746,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F81749,QM7,QM7,NHS Hertfordshire and West Essex Integrated Care Board
F81751,QH8,QH8,NHS Mid and South Essex Integrated Care Board
F81757,QJG,QJG,NHS Suffolk and North East Essex Integrated Care Board
F82001,QMF,QMF,NHS North East London Integrated Care Board
F82002,QMF,QMF,NHS North East London Integrated Care Board
F82003,QMF,QMF,NHS North East London Integrated Care Board
F82005,QMF,QMF,NHS North East London Integrated Care Board
F82006,QMF,QMF,NHS North East London Integrated Care Board
F82007,QMF,QMF,NHS North East London Integrated Care Board
F82008,QMF,QMF,NHS North East London Integrated Care Board
F82009,QMF,QMF,NHS North East London Integrated Care Board
F82010,QMF,QMF,NHS North East London Integrated Care Board
F82011,QMF,QMF,NHS North East London Integrated Care Board
F82012,QMF,QMF,NHS North East London Integrated Care Board
F82013,QMF,QMF,NHS North East London Integrated Care Board
F82014,QMF,QMF,NHS North East London Integrated Care Board
F82015,QMF,QMF,NHS North East London Integrated Care Board
F82016,QMF,QMF,NHS North East London Integrated Care Board
F82017,QMF,QMF,NHS North East London Integrated Care Board
F82018,QMF,QMF,NHS North East London Integrated Care Board
F82019,QMF,QMF,NHS North East London Integrated Care Board
F82021,QMF,QMF,NHS North East London Integrated Care Board
F82022,QMF,QMF,NHS North East London Integrated Care Board
F82023,QMF,QMF,NHS North East London Integrated Care Board
F82025,QMF,QMF,NHS North East London Integrated Care Board
F82027,QMF,QMF,NHS North East London Integrated Care Board
F82028,QMF,QMF,NHS North East London Integrated Care Board
F82030,QMF,QMF,NHS North East London Integrated Care Board
F82031,QMF,QMF,NHS North East London Integrated Care Board
F82033,QMF,QMF,NHS North East London Integrated Care Board
F82034,QMF,QMF,NHS North East London Integrated Care Board
F82038,QMF,QMF,NHS North East London Integrated Care Board
F82039,QMF,QMF,NHS North East London Integrated Care Board
F82040,QMF,QMF,NHS North East London Integrated Care Board
F82042,QMF,QMF,NHS North East London Integrated Care Board
F82045,QMF,QMF,NHS North East London Integrated Care Board
F82051,QMF,QMF,NHS North East London Integrated Care Board
F82053,QMF,QMF,NHS North East London Integrated Care Board
F82055,QMF,QMF,NHS North East London Integrated Care Board
F82604,QMF,QMF,NHS North East London Integrated Care Board
F82607,QMF,QMF,NHS North East London Integrated Care Board
F82609,QMF,QMF,NHS North East London Integrated Care Board
F82610,QMF,QMF,NHS North East London Integrated Care Board
F82612,QMF,QMF,NHS North East London Integrated Care Board
F82619,QMF,QMF,NHS North East London Integrated Care Board
F82621,QMF,QMF,NHS North East London Integrated Care Board
F82624,QMF,QMF,NHS North East London Integrated Care Board
F82625,QMF,QMF,NHS North East London Integrated Care Board
F82627,QMF,QMF,NHS North East London Integrated Care Board
F82630,QMF,QMF,NHS North East London Integrated Care Board
F82634,QMF,QMF,NHS North East London Integrated Care Board
F82638,QMF,QMF,NHS North East London Integrated Care Board
